Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
11/28/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,JPMorgan Chase & Co.,CA,92833,,N/A,Referral,12/04/2013,Closed with explanation,Yes,Yes,615385
11/28/2013,Credit card,,Credit line increase/decrease,,,,Amex,FL,33759,,N/A,Referral,12/02/2013,Closed with explanation,Yes,Yes,615267
11/28/2013,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,,,"Portfolio Recovery Associates, Inc.",FL,33351,,N/A,Web,11/27/2013,Closed with explanation,Yes,No,615270
12/17/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,FL,32754,,N/A,Phone,12/23/2013,Closed with explanation,Yes,Yes,636237
12/17/2013,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,NV,89170,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,636373
11/28/2013,Debt collection,Auto,Communication tactics,Threatened to take legal action,,,Zions Bancorporation,AZ,85338,,N/A,Web,11/27/2013,Closed with explanation,Yes,Yes,615277
11/28/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,M&T Bank Corporation,NJ,07662,,N/A,Web,12/03/2013,Closed with explanation,Yes,No,615280
12/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MI,48382,,N/A,Fax,01/06/2014,Closed with explanation,Yes,No,648768
12/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,MI,48382,,N/A,Fax,01/06/2014,Closed with explanation,Yes,No,648769
11/28/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MI,48034,,N/A,Web,11/27/2013,Closed with non-monetary relief,Yes,No,615293
12/31/2013,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,,"Navient Solutions, Inc.",NJ,08742,,N/A,Fax,01/02/2014,Closed with non-monetary relief,Yes,No,651187
11/28/2013,Debt collection,Medical,Communication tactics,Threatened to take legal action,,,AmeriCollect,WI,53121,,N/A,Web,11/27/2013,Closed with explanation,Yes,Yes,615297
12/31/2013,Credit card,,Other,,,,Barclays PLC,TX,75240,,N/A,Web,12/31/2013,Closed with explanation,Yes,No,651198
12/17/2013,Student loan,Non-federal student loan,Getting a loan,Getting a loan,,,"Navient Solutions, Inc.",MA,02114,Servicemember,N/A,Web,12/23/2013,Closed with explanation,Yes,No,637601
11/28/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Quicken Loans,GA,30185,,N/A,Web,11/27/2013,Closed with explanation,Yes,No,614512
11/28/2013,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,,,"Enova International, Inc.",MD,21201,,N/A,Web,11/27/2013,Closed with explanation,Yes,Yes,615304
12/05/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,FL,33904,,N/A,Referral,12/06/2013,Closed with explanation,Yes,No,623317
11/28/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,TX,76010,Servicemember,N/A,Web,11/27/2013,Closed with explanation,Yes,No,615308
12/05/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,FL,33946,,N/A,Web,12/06/2013,Closed with explanation,Yes,No,623218
12/23/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Experian,CA,91790,,N/A,Web,12/23/2013,Closed with non-monetary relief,Yes,No,643699
12/23/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,"Fidelity National Information Services, Inc. (FNIS)",IL,60637,,N/A,Web,12/30/2013,Closed with explanation,Yes,No,643700
01/01/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,First American Mortgage Trust,NY,10312,,N/A,Postal mail,01/31/2014,Closed with explanation,No,,651212
12/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33055,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,637613
11/28/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,IN,47546,,N/A,Web,12/03/2013,Closed with explanation,Yes,No,615315
12/23/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,"TransUnion Intermediate Holdings, Inc.",CA,91790,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,643853
11/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Rent Recovery Solutions,FL,34211,,N/A,Web,11/28/2013,Closed with explanation,Yes,No,615322
01/01/2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Bayview Loan Servicing, LLC",CA,92110,,N/A,Web,01/08/2014,Closed with explanation,Yes,Yes,651895
11/28/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Loan Care,WI,54467,,N/A,Web,12/02/2013,Closed with explanation,Yes,No,615464
11/28/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,33029,,N/A,Web,12/03/2013,Closed with explanation,Yes,Yes,615351
11/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,TekCollect Inc.,PA,18702,,N/A,Web,12/02/2013,Closed with explanation,Yes,No,614150
11/28/2013,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,Accurate Financial Partners,WV,26159,"Older American, Servicemember",N/A,Web,11/28/2013,Closed with explanation,Yes,No,615325
12/23/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,CA,91790,,N/A,Web,12/23/2013,Closed with non-monetary relief,Yes,No,643854
01/01/2014,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,TD Bank US Holding Company,CA,91302,,N/A,Web,01/13/2014,Closed with explanation,Yes,No,651228
01/01/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,FL,34787,,N/A,Web,01/02/2014,Closed with non-monetary relief,Yes,No,648888
01/01/2014,Credit card,,Credit line increase/decrease,,,,Citibank,CA,94521,,N/A,Web,01/07/2014,Closed with explanation,Yes,No,651229
11/28/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,VA,22304,,N/A,Web,11/28/2013,Closed with non-monetary relief,Yes,No,615329
12/05/2013,Credit card,,Billing statement,,,,Capital One,NJ,07026,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,622337
01/01/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,USAA Savings,TX,78247,,N/A,Web,12/31/2013,Closed with monetary relief,Yes,No,651232
01/01/2014,Credit card,,Delinquent account,,,,Citibank,FL,34211,,N/A,Web,12/31/2013,Closed with monetary relief,Yes,No,651234
01/01/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Washington Federal,WA,98311,Older American,N/A,Web,12/31/2013,Closed with explanation,Yes,No,651235
11/28/2013,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,"Choice Recovery, Inc.",OH,43214,Older American,N/A,Web,11/28/2013,Closed with explanation,Yes,No,615338
11/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,MI,48310,,N/A,Web,12/02/2013,Closed with explanation,Yes,Yes,615339
11/28/2013,Money transfers,International money transfer,Other transaction issues,,,,MoneyGram,AZ,85308,,N/A,Web,11/28/2013,Closed with explanation,Yes,No,615805
11/28/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,FirstMerit Bank,WI,54487,,N/A,Web,12/03/2013,Closed with explanation,Yes,No,615341
01/01/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,Amex,MA,01970,,N/A,Web,12/31/2013,Closed with monetary relief,Yes,No,651244
12/17/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,FL,33140,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,638050
01/01/2014,Debt collection,I do not know,Communication tactics,Threatened to take legal action,,,ARM WNY LLC,TX,76028,,N/A,Web,02/20/2014,Closed with explanation,No,Yes,651254
12/05/2013,Credit card,,Closing/Cancelling account,,,,JPMorgan Chase & Co.,AL,35902,,N/A,Web,12/05/2013,Closed with non-monetary relief,Yes,No,623249
01/01/2014,Credit card,,Delinquent account,,,,Capital One,NY,11229,,N/A,Web,01/14/2014,Closed with explanation,Yes,No,651257
11/29/2013,Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,,,"SunTrust Banks, Inc.",OK,73099,,N/A,Web,11/29/2013,Closed with explanation,Yes,No,615831
11/29/2013,Credit card,,Closing/Cancelling account,,,,Navy FCU,CA,91789,,N/A,Web,11/28/2013,Closed with explanation,Yes,No,615829
01/01/2014,Credit card,,Payoff process,,,,Bank of America,CA,95678,,N/A,Web,01/01/2014,Closed with explanation,Yes,No,651259
12/17/2013,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,"WAKEFIELD & ASSOCIATES, INC.",CO,80124,,N/A,Web,12/17/2013,Closed with non-monetary relief,Yes,No,637519
11/29/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NC,28269,,N/A,Web,11/28/2013,Closed with explanation,Yes,No,615833
01/08/2014,Credit card,,Credit card protection / Debt protection,,,,Synchrony Financial,NC,27106,,N/A,Web,01/08/2014,Closed with explanation,Yes,No,659342
11/29/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Nissan Motor Acceptance Corporation,FL,34982,,N/A,Web,12/02/2013,Closed with explanation,Yes,Yes,615834
11/29/2013,Payday loan,Payday loan,Charged bank acct wrong day or amt,Charged bank acct wrong day or amt,,,"Community Choice Financial, Inc.",TX,78209,,N/A,Web,11/29/2013,Closed with explanation,Yes,No,615835
01/01/2014,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,,,Rushmore Loan Management Services LLC,VA,22202,Servicemember,N/A,Web,01/14/2014,Closed with explanation,Yes,Yes,651303
01/08/2014,Credit card,,Other,,,,JPMorgan Chase & Co.,AZ,85253,,N/A,Phone,01/09/2014,Closed with explanation,Yes,Yes,658917
11/29/2013,Credit card,,Customer service / Customer relations,,,,Citibank,CA,94901,Older American,N/A,Web,12/27/2013,Closed with non-monetary relief,Yes,No,615847
11/29/2013,Credit reporting,,Incorrect information on credit report,Account status,,,PNC Bank N.A.,IL,60622,,N/A,Web,12/02/2013,Closed with explanation,Yes,No,615839
01/01/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,U.S. Bancorp,WI,53051,,N/A,Web,01/14/2014,Closed with explanation,Yes,Yes,651265
11/29/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,SC,29203,,N/A,Web,11/29/2013,Closed with explanation,Yes,Yes,616855
12/23/2013,Mortgage,Other mortgage,Other,,,,Bank of America,LA,70056,,N/A,Referral,12/24/2013,Closed with explanation,Yes,No,642304
01/08/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Resurgent Capital Services L.P.,FL,33416,,N/A,Phone,01/09/2014,Closed with explanation,Yes,No,659354
12/17/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,"TransUnion Intermediate Holdings, Inc.",CA,92505,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,637524
01/01/2014,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NJ,07105,,N/A,Web,01/03/2014,Closed with explanation,Yes,Yes,651274
11/29/2013,Mortgage,Conventional adjustable mortgage (ARM),Other,,,,Nationstar Mortgage,MD,20607,,N/A,Web,12/03/2013,Closed with explanation,Yes,Yes,616891
01/01/2014,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Resurgent Capital Services L.P.,AZ,85205,,N/A,Web,01/14/2014,Closed with explanation,Yes,No,651275
12/23/2013,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,,,Wells Fargo & Company,CO,80513,Older American,N/A,Phone,01/07/2014,Closed with explanation,Yes,No,642353
11/29/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,TN,37641,,N/A,Web,11/29/2013,Closed with explanation,Yes,No,615799
12/05/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMorgan Chase & Co.,NC,27511,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,623265
12/05/2013,Debt collection,Mortgage,Taking/threatening an illegal action,Threatened to sue on too old debt,,,"Carrington Mortgage Holdings, LLC.",CA,95209,,N/A,Web,12/11/2013,Closed with explanation,Yes,No,622347
01/08/2014,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,IL,61491,,N/A,Phone,01/13/2014,Closed with explanation,Yes,No,659372
11/29/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,64116,,N/A,Referral,12/03/2013,Closed with explanation,Yes,No,616245
01/01/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Southwest Credit Systems, L.P.",RI,02905,Servicemember,N/A,Web,01/01/2014,Closed with explanation,Yes,Yes,648889
11/29/2013,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,,,ConServe,MD,20613,,N/A,Web,11/29/2013,Closed with explanation,Yes,No,615858
12/05/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,NY,11542,,N/A,Phone,12/06/2013,Closed with explanation,Yes,No,623277
01/08/2014,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,,,Bank of America,AR,72210,Older American,N/A,Web,01/08/2014,Closed with non-monetary relief,Yes,No,659380
12/23/2013,Debt collection,Credit card,Taking/threatening an illegal action,Attempted to/Collected exempt funds,,,Encore Capital Group,VA,23454,,N/A,Postal mail,01/03/2014,Closed with non-monetary relief,Yes,No,643844
01/01/2014,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,AZ,85022,,N/A,Web,01/13/2014,Closed with explanation,Yes,No,651800
01/08/2014,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Citibank,NC,28052,Older American,N/A,Phone,01/09/2014,Closed with non-monetary relief,Yes,No,659400
12/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Stellar Recovery Inc.,DE,19702,,N/A,Phone,12/23/2013,Closed with explanation,Yes,No,637543
12/23/2013,Credit card,,Billing disputes,,,,Synchrony Financial,NY,13031,,N/A,Referral,01/06/2014,Closed with monetary relief,Yes,No,643804
11/29/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Olympic Collection Inc.,WA,98093,,N/A,Postal mail,11/29/2013,Closed with explanation,Yes,No,615876
12/23/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,GA,30034,,N/A,Web,01/13/2014,Closed with explanation,Yes,Yes,643807
01/08/2014,Debt collection,Federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,,,Ceannate,NC,27012,,N/A,Phone,02/07/2014,Closed with explanation,Yes,No,659412
12/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Servis One, Inc.",CA,92101,,N/A,Phone,12/23/2013,Closed with explanation,Yes,No,637551
12/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NY,10924,,N/A,Referral,01/06/2014,Closed with explanation,Yes,No,643755
12/23/2013,Credit card,,Closing/Cancelling account,,,,Amex,MN,55057,,N/A,Web,01/14/2014,Closed with explanation,Yes,No,643819
12/23/2013,Credit card,,Credit determination,,,,Barclays PLC,CO,80921,,N/A,Web,12/23/2013,Closed with non-monetary relief,Yes,No,643821
01/08/2014,Payday loan,Payday loan,Applied for loan/did not receive money,Applied for loan/did not receive money,,,"Enova International, Inc.",VA,23455,,N/A,Web,01/08/2014,Closed with explanation,Yes,No,659427
11/29/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,TX,75070,,N/A,Phone,11/29/2013,Closed with explanation,Yes,No,615898
12/23/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",WI,53208,,N/A,Web,12/23/2013,Closed with explanation,Yes,Yes,644563
11/29/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,CO,80122,,N/A,Web,11/29/2013,Closed with non-monetary relief,Yes,No,616710
12/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"EOS Holdings, Inc.",LA,70461,Servicemember,N/A,Web,12/17/2013,Closed with non-monetary relief,Yes,No,638308
12/24/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,RI,02842,,N/A,Referral,01/06/2014,Closed with non-monetary relief,Yes,Yes,644595
12/24/2013,Credit card,,APR or interest rate,,,,Synchrony Financial,FL,33991,,N/A,Referral,01/06/2014,Closed with explanation,Yes,No,644597
01/02/2014,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"National Credit Systems,Inc.",CO,80905,,N/A,Web,01/01/2014,Closed with explanation,No,,652164
01/02/2014,Bank account or service,Savings account,Deposits and withdrawals,,,,U.S. Bancorp,MI,48154,,N/A,Web,01/01/2014,Closed with explanation,Yes,No,652451
12/24/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,TX,75240,,N/A,Referral,01/06/2014,Closed with explanation,Yes,No,644598
12/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,CA,94583,Older American,N/A,Referral,01/06/2014,Closed with explanation,Yes,No,646265
12/05/2013,Credit card,,Closing/Cancelling account,,,,Citibank,NY,10560,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,623326
01/02/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,PA,19119,Older American,N/A,Web,01/01/2014,Closed with explanation,Yes,No,652168
12/11/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,PNC Bank N.A.,GA,30080,,N/A,Web,12/11/2013,Closed,Yes,No,630153
01/02/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,PA,15001,,N/A,Web,01/06/2014,Closed with explanation,Yes,No,652170
12/24/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",CA,91364,,N/A,Referral,01/06/2014,Closed with explanation,Yes,No,644601
12/05/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,"Mortgage Capital Associates, Inc.",UT,84040,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,623338
12/24/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,BB&T Financial,SC,29456,,N/A,Referral,01/06/2014,Closed with explanation,Yes,No,644611
01/02/2014,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",CA,92129,,N/A,Web,01/02/2014,Closed with non-monetary relief,Yes,No,652181
12/05/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,11420,,N/A,Phone,12/06/2013,Closed with explanation,Yes,No,623341
01/02/2014,Debt collection,Mortgage,Improper contact or sharing of info,Talked to a third party about my debt,,,PNC Bank N.A.,FL,32174,Servicemember,N/A,Web,01/02/2014,Closed with explanation,Yes,No,652768
01/02/2014,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,,,Sallie Mae,PA,18612,Older American,N/A,Referral,01/07/2014,Closed with explanation,Yes,Yes,652622
01/02/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NC,27703,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,652207
11/29/2013,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"Community Choice Financial, Inc.",OH,45040,,N/A,Web,11/29/2013,Closed with explanation,Yes,No,615953
11/29/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,FL,33763,,N/A,Fax,12/02/2013,Closed with explanation,Yes,No,615954
12/24/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Amex,DC,12345,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,644622
01/02/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,92113,,N/A,Referral,01/13/2014,Closed with explanation,Yes,No,652114
12/05/2013,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,Alorica Inc.,TX,78228,"Older American, Servicemember",N/A,Web,12/05/2013,Closed with explanation,Yes,No,623357
01/08/2014,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,,"SIMM Associates, Inc.",OH,45420,Servicemember,N/A,Web,01/13/2014,Closed with explanation,Yes,No,659484
01/08/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Flagstar Bank,VA,22723,,N/A,Web,01/08/2014,Closed with explanation,Yes,No,659485
01/02/2014,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,BMO Harris,IN,46410,,N/A,Web,01/02/2014,Closed with explanation,Yes,No,652093
12/18/2013,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,,Encore Capital Group,MS,39232,,N/A,Web,12/23/2013,Closed with explanation,Yes,Yes,639609
11/29/2013,Debt collection,I do not know,Disclosure verification of debt,Not disclosed as an attempt to collect,,,"GLA Collection Company, Inc.",MN,55337,,N/A,Web,11/29/2013,Closed with non-monetary relief,Yes,No,615970
12/05/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,WA,98021,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,623368
12/05/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,First Choice Assets LLC.,DC,20016,,N/A,Web,12/30/2013,Closed with explanation,Yes,No,623370
12/05/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,"TransUnion Intermediate Holdings, Inc.",CA,90403,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,624150
11/29/2013,Credit card,,Billing disputes,,,,Citibank,NY,10704,,N/A,Phone,12/02/2013,Closed with explanation,Yes,Yes,616887
12/05/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Experian,CA,90403,,N/A,Web,12/05/2013,Closed with non-monetary relief,Yes,No,624151
01/08/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,"Asta Funding, Inc",FL,34996,,N/A,Web,01/08/2014,Closed with explanation,Yes,No,659503
12/11/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"HCFS Health Care Financial Services, Inc.",NY,13108,Servicemember,N/A,Web,12/11/2013,Closed with explanation,Yes,No,630123
12/05/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,SC,29577,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,623384
01/08/2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,VA,23322,Older American,N/A,Referral,01/09/2014,Closed with explanation,Yes,Yes,660008
12/24/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Dovenmuehle Mortgage Inc.,NY,12208,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,644665
01/08/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",CA,93109,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,659515
12/24/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,McKenzie Paul & Associates,RI,02915,,N/A,Web,01/28/2014,Closed with explanation,No,,646296
12/05/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,CO,80111,,N/A,Web,12/06/2013,Closed with explanation,Yes,No,623387
01/08/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,94595,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,660772
12/18/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Meade & Associates, Inc.",OH,43211,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,642454
12/18/2013,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,,,Northway Broker Ltd.,RI,02906,,N/A,Web,12/17/2013,Closed with monetary relief,Yes,No,648957
12/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,BMO Harris,IL,60115,,N/A,Referral,12/16/2013,Closed with explanation,Yes,Yes,630618
12/24/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Penn Credit Corporation,NJ,08736,,N/A,Web,12/31/2013,Closed with explanation,Yes,Yes,644671
11/29/2013,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"Worldwide Processing Group, LLC",TX,77584,,N/A,Web,12/02/2013,Closed with non-monetary relief,Yes,No,616727
01/02/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,CA,94085,,N/A,Referral,01/08/2014,Closed with explanation,Yes,Yes,652339
01/08/2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,U.S. Bancorp,CA,90047,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,660148
01/08/2014,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,,,Bank of America,CA,92505,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,660774
12/18/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,DriveTime,FL,32839,,N/A,Web,12/17/2013,Closed,Yes,Yes,642466
12/24/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Wells Fargo & Company,CA,91331,,N/A,Web,12/31/2013,Closed with monetary relief,Yes,No,644521
12/11/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Penn Credit Corporation,PA,19138,,N/A,Web,12/11/2013,Closed with explanation,Yes,No,630144
01/08/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,AZ,85648,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,660778
01/08/2014,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CO,80910,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,660779
11/29/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,FL,33809,,N/A,Referral,11/29/2013,Closed with explanation,Yes,No,616018
12/18/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Bonded Adjustment Company,WA,98502,,N/A,Phone,12/23/2013,Closed,No,Yes,642467
12/05/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,,,"Expert Global Solutions, Inc.",AZ,85041,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,623408
