Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
01/02/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"Enova International, Inc.",ME,04730,,N/A,Web,01/14/2014,Closed with explanation,Yes,Yes,652231
01/08/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,MD,21207,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,662849
12/24/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,RI,02816,,N/A,Web,12/31/2013,Closed with non-monetary relief,Yes,No,644688
01/08/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,Regions Financial Corporation,IN,46901,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,660781
11/29/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,MI,48160,,N/A,Referral,11/29/2013,Closed with monetary relief,Yes,Yes,616032
01/08/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CT,06831,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,659522
12/24/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,AZ,85326,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,644694
01/08/2014,Mortgage,Second mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,WA,98901,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,660783
01/02/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,TX,75024,,N/A,Referral,01/13/2014,Closed with explanation,Yes,No,653346
11/29/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,NJ,07044,,N/A,Postal mail,11/29/2013,Closed with explanation,Yes,No,616031
01/02/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,Navy FCU,TX,75044,,N/A,Referral,01/09/2014,Closed,Yes,No,651965
01/02/2014,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,USAA Savings,TX,77279,,N/A,Web,01/02/2014,Closed with monetary relief,Yes,No,651980
12/24/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,"ATG Credit, LLC",NY,10305,Older American,N/A,Web,01/02/2014,Closed with explanation,Yes,No,644263
12/11/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,FL,32082,,N/A,Web,12/19/2013,Closed with explanation,Yes,No,630868
12/06/2013,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Equifax,VA,22015,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,624015
12/06/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Unlimited Progress Corp,MO,63125,,N/A,Web,12/06/2013,Closed with non-monetary relief,Yes,Yes,624116
12/24/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,,,World Acceptance Corporation,OK,74451,,N/A,Web,01/07/2014,Closed with explanation,Yes,No,644709
12/11/2013,Debt collection,I do not know,Improper contact or sharing of info,Contacted employer after asked not to,,,Global Credit & Collection Corporation,WA,98110,,N/A,Web,12/11/2013,Closed with explanation,Yes,No,630176
12/18/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,GA,30809,,N/A,Web,12/17/2013,Closed with non-monetary relief,Yes,No,640144
12/11/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,CA,92056,,N/A,Web,12/11/2013,Closed with explanation,Yes,No,629578
12/18/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",IN,46952,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,642474
12/18/2013,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,Credit Corp Solutions Inc.,NJ,08003,,N/A,Web,12/17/2013,Closed with non-monetary relief,Yes,Yes,648985
01/08/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,MD,20878,,N/A,Referral,01/09/2014,Closed with monetary relief,Yes,No,661007
01/08/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Resurgent Capital Services L.P.,NY,14580,,N/A,Web,01/08/2014,Closed with explanation,Yes,Yes,659314
01/08/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,LHR Inc.,NY,14580,,N/A,Web,01/08/2014,Closed with explanation,Yes,Yes,659315
12/18/2013,Debt collection,Federal student loan,Disclosure verification of debt,Right to dispute notice not received,,,Alorica Inc.,FL,33068,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,648987
12/18/2013,Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,,,GC Services Limited Partnership,PA,19382,,N/A,Web,12/23/2013,Closed with non-monetary relief,Yes,No,642475
12/26/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Santander Bank US,NY,10002,,N/A,Referral,01/02/2014,Closed with monetary relief,Yes,No,645475
12/24/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,"Valley Credit Service, Inc. (OR)",OR,97405,,N/A,Web,01/14/2014,Closed with explanation,No,,646287
12/18/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Professional Receivables Network,TX,78253,,N/A,Web,12/30/2013,Closed with explanation,Yes,No,642476
12/24/2013,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,,"Navient Solutions, Inc.",CA,92617,,N/A,Web,12/24/2013,Closed with explanation,Yes,No,644719
12/06/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,"Cavalry Investments, LLC",CA,92833,Servicemember,N/A,Web,12/05/2013,Closed with monetary relief,Yes,No,624185
12/06/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Bank of America,CA,92833,Servicemember,N/A,Web,12/05/2013,Closed with explanation,Yes,No,624186
01/02/2014,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,TX,78750,,N/A,Web,01/06/2014,Closed with non-monetary relief,Yes,No,652256
12/18/2013,Credit card,,Payoff process,,,,JPMorgan Chase & Co.,CA,94930,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,644391
12/24/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,CA,90047,,N/A,Referral,01/08/2014,Closed with explanation,Yes,No,644850
11/29/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Nissan Motor Acceptance Corporation,MD,20743,,N/A,Web,11/29/2013,Closed with explanation,Yes,No,616671
12/18/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"National Credit Systems,Inc.",KY,40206,,N/A,Web,12/17/2013,Closed with explanation,Yes,Yes,648990
12/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,64068,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,646733
12/06/2013,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,,,"Advance America, Cash Advance Centers, Inc.",TX,75211,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,624193
12/18/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"EOS Holdings, Inc.",CA,94112,,N/A,Web,12/23/2013,Closed with non-monetary relief,Yes,No,642483
12/18/2013,Money transfers,International money transfer,Other service issues,,,,The Western Union Company,GA,31069,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,646987
11/29/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",CO,81215,,N/A,Referral,11/29/2013,Closed with non-monetary relief,Yes,No,615811
12/18/2013,Consumer Loan,Installment loan,Managing the loan or lease,,,,"OneMain Financial Holdings, LLC",PA,18104,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,642482
12/11/2013,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,"Enova International, Inc.",HI,96793,,N/A,Web,12/19/2013,Closed with explanation,Yes,No,630206
01/02/2014,Consumer Loan,Vehicle lease,Managing the loan or lease,,,,Fifth Third Financial Corporation,MA,01244,,N/A,Web,01/02/2014,Closed with explanation,Yes,Yes,652267
12/06/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,91750,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,624197
12/06/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Experian,NJ,08755,Older American,N/A,Web,12/05/2013,Closed with explanation,Yes,Yes,626668
12/18/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Residential Credit Solutions,WA,98122,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,651986
12/18/2013,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,"I.C. System, Inc.",MA,02445,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,648992
12/24/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,PHH Mortgage,FL,33467,,N/A,Referral,01/06/2014,Closed with non-monetary relief,Yes,No,644530
11/29/2013,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,Delbert Services,FL,32303,,N/A,Web,11/29/2013,Closed with explanation,Yes,No,616673
12/06/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,CA,94103,,N/A,Web,12/05/2013,Closed with non-monetary relief,Yes,No,624202
12/06/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"A/R CONCEPTS, INC.",IL,60185,,N/A,Web,01/03/2014,Closed with explanation,Yes,No,624203
12/18/2013,Credit card,,Closing/Cancelling account,,,,JPMorgan Chase & Co.,NY,11218,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,640146
12/18/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,95482,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,648995
12/24/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,VA,23323,,N/A,Web,12/24/2013,Closed with explanation,Yes,Yes,644727
12/24/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,NY,11372,,N/A,Referral,01/06/2014,Closed with monetary relief,Yes,No,645021
12/18/2013,Credit card,,Closing/Cancelling account,,,,Capital One,AZ,86305,,N/A,Web,12/17/2013,Closed with non-monetary relief,Yes,No,653546
12/18/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,State Farm Bank,CA,92223,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,648996
01/08/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CO,80305,,N/A,Web,01/10/2014,Closed with explanation,Yes,No,659560
11/29/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Discover,NY,12065,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,616108
12/06/2013,Money transfers,International money transfer,Fraud or scam,,,,The Western Union Company,VA,23453,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,624209
12/06/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",GA,31416,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,624211
12/18/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,OH,43209,,N/A,Web,12/23/2013,Closed with explanation,Yes,No,642487
01/02/2014,Student loan,Non-federal student loan,Dealing with my lender or servicer,Keep getting calls about my loan,,,"Navient Solutions, Inc.",PA,17872,,N/A,Web,01/02/2014,Closed with explanation,Yes,No,652284
01/02/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,Encore Capital Group,PA,17872,,N/A,Phone,01/06/2014,Closed with non-monetary relief,Yes,No,652285
01/08/2014,Credit card,,Identity theft / Fraud / Embezzlement,,,,Citibank,MN,55418,,N/A,Referral,01/09/2014,Closed with explanation,Yes,Yes,660826
01/08/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,VA,22192,,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,660245
12/24/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Resurgent Capital Services L.P.,IA,50312,,N/A,Web,12/24/2013,Closed with non-monetary relief,Yes,No,644729
01/02/2014,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,,,"Cavalry Investments, LLC",AZ,86305,Servicemember,N/A,Web,01/02/2014,Closed with monetary relief,Yes,No,652287
12/06/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,Bank of America,OR,97008,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,624219
12/06/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,MT,59601,,N/A,Web,12/10/2013,Closed with explanation,Yes,No,624220
12/06/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Santander Bank US,NJ,08879,,N/A,Web,12/05/2013,Closed,Yes,No,624224
12/18/2013,Credit card,,Unsolicited issuance of credit card,,,,Citibank,CA,94063,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,649000
11/29/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Bank of America,MD,21234,,N/A,Web,11/29/2013,Closed with explanation,Yes,No,616132
01/02/2014,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,TX,75149,,N/A,Web,01/02/2014,Closed with explanation,Yes,No,652296
12/06/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,VA,20147,,N/A,Web,12/05/2013,Closed with non-monetary relief,Yes,No,624228
01/02/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MI,48382,,N/A,Fax,01/03/2014,Closed with explanation,Yes,No,651937
12/24/2013,Credit reporting,,Credit reporting company's investigation,Investigation took too long,,,"TransUnion Intermediate Holdings, Inc.",MD,20816,,N/A,Web,12/24/2013,Closed with explanation,Yes,No,644743
01/08/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,33825,Servicemember,N/A,Referral,01/09/2014,Closed with explanation,Yes,No,660218
12/06/2013,Payday loan,Payday loan,Can't stop charges to bank account,Can't stop charges to bank account,,,ACE Cash Express Inc.,TX,77014,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,624231
12/18/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",CA,91935,,N/A,Web,12/18/2013,Closed with explanation,Yes,No,653548
12/18/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Great Lakes,OH,44109,,N/A,Web,12/18/2013,Closed with explanation,Yes,No,646988
12/06/2013,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,,,"National Credit Adjusters, LLC",OH,43081,,N/A,Web,12/05/2013,Closed with explanation,Yes,Yes,624234
12/19/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Bank of America,AZ,85704,,N/A,Referral,12/30/2013,Closed with explanation,Yes,No,638874
11/29/2013,Credit card,,Payoff process,,,,Capital One,TX,75218,,N/A,Web,11/29/2013,Closed with monetary relief,Yes,No,616142
01/02/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Encore Capital Group,PA,19137,,N/A,Web,01/07/2014,Closed with explanation,Yes,Yes,652292
01/08/2014,Student loan,Non-federal student loan,Dealing with my lender or servicer,Need information about my balance/terms,,,AES/PHEAA,MO,63368,,N/A,Web,01/10/2014,Closed with explanation,Yes,No,659590
12/18/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,"CashCall, Inc.",FL,34610,,N/A,Web,12/24/2013,Closed with explanation,Yes,No,642494
12/18/2013,Credit card,,Cash advance fee,,,,Capital One,VA,23220,,N/A,Web,12/18/2013,Closed with monetary relief,Yes,No,653327
11/29/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Selene Finance,GA,30002,,N/A,Postal mail,12/02/2013,Closed with explanation,Yes,No,616155
